dedicated_video_card,name,price,processor,ram,screen,storage,video_card
NVIDIA GeForce RTX 3060 (6 GB),MSI Pulse GL66 11UEK [11UEK-230CL],1599990,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics Xe 750 32EUs (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),MSI Pulse GL66 11UEK [11UEK],1619990,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics Xe 750 32EUs (Integrada)
,Lenovo ThinkPad X390 [20Q1S53400],1627990,Intel Core i5-8265U (4 núcleos / 8 hilos / 1600 MHz  - 3900 MHz),8 GB DDR4 (2400 MHz),"LED 13.3"" (1920x1080) táctil / 60 Hz",SSD 1TB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce RTX 3050 Ti (4 GB),MSI Pulse GL66 11UDK [11UDK-076],1629000,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",HDD 1TB (5400rpm),Intel UHD Graphics Xe 750 32EUs (Integrada)
NVIDIA GeForce MX450 (2 GB),ASUS Zenbook A435EG-A5148R (Pine Grey) [90NB0SI7-M03490],1649990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4X (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA Quadro T1000 (4 GB),Lenovo ThinkPad P1 Gen 3 [20TJS40100],1649990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,MSI Summit E13 Flip Evo A11MT (i5-1135G7 / 16GB / 512GB SSD / W10P / Ink Black),1676990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),16 GB LPDDR4X (4267 MHz),"LED 13.4"" (1920x1200) táctil / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce RTX 3070 (8 GB),Acer Predator Helios 300 PH315-53-7144 [NH.QATEB.002],1699000,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 1TB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Dell G5 15 Gaming 5510 (i7-10870H / 16GB / 512GB SSD / RTX 3060 6GB / 120Hz / W10H),1699000,Intel Core i7-10870H (8 núcleos / 16 hilos / 2200 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 120 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3050 Ti (4 GB),MSI Creator M16 A11UD (i7-11800H / 16GB / 512GB SSD / RTX 3050 Ti 4GB / W10P),1699490,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 16.0"" (2560x1600)  / 60 Hz",SSD 512GB,Intel UHD Graphics Xe 750 32EUs (Integrada)
NVIDIA GeForce RTX 2070 Super Max-Q (8 GB),Acer Predator Triton 500 PT515-52-73L3 [NH.Q6XAA.002],1699990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 300 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 2060 Max-Q (6 GB),ASUS ROG Zephyrus G14 GA401IV-HA134T [90NR03F6-M03770],1699990,AMD Ryzen 9 4900HS (8 núcleos / 16 hilos / 3000 MHz  - 4300 MHz),16 GB DDR4 (3200 MHz),"LED 14.0"" (2560x1440)  / 60 Hz",SSD 1TB,AMD Radeon RX Vega 8 (Integrada)
,Dell XPS 9310 [X9310NB_i716512SW10Ps1PS_521],1699990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4X (4266 MHz),"LED 13.4"" (1920x1200)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,Lenovo ThinkPad X1 Carbon [20QES18N00],1699990,Intel Core i7-8565U (4 núcleos / 8 hilos / 1800 MHz  - 4600 MHz),16 GB DDR3L (2133 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 1TB,Intel UHD Graphics 620 (Integrada)
NVIDIA Quadro T500 (4 GB),Lenovo ThinkPad P15s Gen 2 [20W7S0GX00],1699990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,HP EliteBook x360 1030 G7 [326W9EP],1699990,Intel Core i5-10310U (4 núcleos / 8 hilos / 1700 MHz  - 4400 MHz),16 GB LPDDR4 (2933 MHz),"LED 13.3"" (1920x1080) táctil / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce RTX 2060 (6 GB),Razer Blade 15 [RZ09-03286E22-R3U1],1699990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Dell Latitude 7320 2-in-1 [1015136019319],1699990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB DDR4 (2666 MHz),"LED 13.3"" (1920x1080) táctil / 60 Hz",SSD 1TB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Dell Alienware M15 R5 (Ryzen 7 5800H / 16 GB / SSD 512 GB),1719000,AMD Ryzen 7 5800H (8 núcleos / 16 hilos / 3200 MHz  - 4400 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 165 Hz",SSD 512GB,AMD Radeon RX Vega 8 (Integrada)
,Apple MacBook Pro 13 (2020 / i5-1038NG7 / 1 TB / 16 GB / Space Gray) [MWP52CI/A],1729990,Intel Core i5-1038NG7 (4 núcleos / 8 hilos / 2000 MHz  - 3800 MHz),16 GB DDR3L (3733 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 1TB,Intel Iris Plus Graphics G7 (Integrada)
NVIDIA Quadro P520 (2 GB),Lenovo ThinkPad P14s Gen 1 [20S5S01V00],1740000,Intel Core i7-10610U (4 núcleos / 8 hilos / 1800 MHz  - 4900 MHz),16 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 1TB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce RTX 2060 (6 GB),Dell G7 15 ‎7500 [4686N],1749000,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 300 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Apple MacBook Pro 13 (2020 / i5-1038NG7 / 1 TB / 16 GB / Silver) [MWP82CI/A],1749990,Intel Core i5-1038NG7 (4 núcleos / 8 hilos / 2000 MHz  - 3800 MHz),16 GB DDR3L (3733 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 1TB,Intel Iris Plus Graphics G7 (Integrada)
,Microsoft Surface Pro 7 - Platinum [PUV-00001],1749990,Intel Core i5-1035G4 (4 núcleos / 8 hilos / 1100 MHz  - 3700 MHz),8 GB DDR4 (2666 MHz),"LED 12.3"" (2736x1824) táctil / 60 Hz",SSD 256GB,Intel Iris Plus Graphics G4 (Integrada)
,Lenovo ThinkPad X390 [20SC001WPH],1765990,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2400 MHz),"LED 13.3"" (1366x768)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce MX450 (2 GB),ASUS Zenbook A435EG-A5148R (Blue) [90NB0SI7-M03490],1770479,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4X (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA GeForce MX350 (2 GB),Acer Porsche Design AP714-51GT-79E8-1 [NX.A2RAL.001.1],1799990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4X (2400 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 1TB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),ASUS ROG Zephyrus G14 GA401QM-K2120T [90NR05S6-M06790],1799990,AMD Ryzen 9 5900HS (8 núcleos / 16 hilos / 3300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 14.0"" (2560x1440)  / 120 Hz",SSD 1TB,AMD Radeon RX Vega 8 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),ASUS ROG Zephyrus G14 GA401QM-K2120,1799990,AMD Ryzen 9 5900HS (8 núcleos / 16 hilos / 3300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 14.0"" (2160x1440)  / 120 Hz",SSD 1TB,AMD Radeon RX Vega 8 (Integrada)
NVIDIA GeForce RTX 3070 (8 GB),MSI Pulse GL66 11UGVK [11UGVK-001US],1829000,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics Xe 750 32EUs (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Gigabyte Aero 15 OLED (i7-11800H / 16GB / 512GB SSD / RTX 3060 6GB / UHD / W10P) [KD-72US623SP],1849990,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160)  / 60 Hz",SSD 512GB,Intel UHD Graphics Xe 750 32EUs (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),ASUS ROG Strix G713QM-ES94,1850000,AMD Ryzen 9 5900HX (8 núcleos / 16 hilos / 3300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 17.3"" (1920x1080)  / 144 Hz",SSD 512GB,AMD Radeon RX Vega 8 (Integrada)
NVIDIA Quadro T1000 (4 GB),HP ZBook Power G7 [2S4Y6LA],1853490,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 1TB,Intel UHD Graphics 630 (Integrada)
,Dell Latitude 7320 2-in-1 (i7-1165G7 / 16GB / 1TB SSD / W10P),1890900,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB DDR4 (2666 MHz),"LED 13.3"" (1920x1080) táctil / 60 Hz",SSD 1TB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA GeForce RTX 3070 (8 GB),MSI GE66 Raider 10UG [10UG-211],1899000,Intel Core i7-10870H (8 núcleos / 16 hilos / 2200 MHz  - 5000 MHz),32 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 300 Hz",SSD 1TB,Intel UHD Graphics 630 (Integrada)
,Lenovo Yoga 9 14ITL5 [82BG0055CL],1899990,Intel Core i7-1185G7 (4 núcleos / 8 hilos / 3000 MHz  - 4800 MHz),16 GB LPDDR4X (3200 MHz),"LED 14.0"" (3840x2160) táctil / 60 Hz",SSD 1TB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Lenovo Legion S7 15ACH6 [82K8005KCL],1899990,AMD Ryzen 7 5800H (8 núcleos / 16 hilos / 3200 MHz  - 4400 MHz),32 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160)  / 60 Hz",SSD 512GB,AMD Radeon RX Vega 8 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),MSI Stealth 15M A11UEK [A11UEK-217CL],1929990,Intel Core i7-11375H (4 núcleos / 8 hilos / 3300 MHz  - 5000 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,Lenovo ThinkPad X1 Carbon Gen 8 [20UAS1TG00],1939990,Intel Core i7-10510U (4 núcleos / 8 hilos / 1800 MHz  - 4900 MHz),16 GB LPDDR3 (2133 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce RTX 2060 (6 GB),Dell Alienware M15 R3 (i7-10750H / 16GB / 512GB SSD / RTX 2060 6GB / 300Hz),1949990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 300 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 2060 (6 GB),Dell Alienware M15 R3 (i7-10750H / 16GB / 512GB SSD / RTX 2060 6GB / 60Hz),1949990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Gigabyte Aero 15 OLED (i7-10870H / 16GB / 512GB SSD / RTX 3060 6GB / UHD / W10H) [KC-8LA5130SH],1969990,Intel Core i7-10870H (8 núcleos / 16 hilos / 2200 MHz  - 5000 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Microsoft Surface Laptop 3 - Platinum with Alcantara [V4C-00001],1969990,Intel Core i5-1035G7 (4 núcleos / 8 hilos / 1200 MHz  - 3700 MHz),8 GB DDR4L (2133 MHz),"LED 13.5"" (2256x1504) táctil / 60 Hz",SSD 256GB,Intel Iris Plus Graphics G7 (Integrada)
NVIDIA GeForce RTX 2060 Max-Q (6 GB),HP Envy 15-EP0001LA [2B131LA],1969990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (3840x2160) táctil / 60 Hz",Intel Optane 32GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Gigabyte Aero 15 OLED (i7-10870H / 16GB / 512GB SSD / RTX 3060 6GB / W10H) [KC-8LA5130VH],1975990,Intel Core i7-10870H (8 núcleos / 16 hilos / 2200 MHz  - 5000 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Dell Latitude 7400 (i7-8665U / 8GB / 256GB SSD),1979990,Intel Core i7-8665U (4 núcleos / 4 hilos / 1900 MHz  - 4800 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,Microsoft Surface Pro 7 - Platinum [PUW-00001],1990990,Intel Core i5-1035G4 (4 núcleos / 8 hilos / 1100 MHz  - 3700 MHz),16 GB DDR4 (2666 MHz),"LED 12.3"" (2736x1824) táctil / 60 Hz",SSD 256GB,Intel Iris Plus Graphics G4 (Integrada)
NVIDIA GeForce RTX 3070 (8 GB),MSI GE66 Raider 10UG (i7-10750H / 32GB / 1TB SSD / RTX 3070 8GB),1995000,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),32 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 240 Hz",SSD 1TB,Intel UHD Graphics 630 (Integrada)
,Apple MacBook Pro 13 (2020 / i5-1038NG7 / 480 GB / 16 GB / Space Gray) [MWP42LL/A],1999990,Intel Core i5-1038NG7 (4 núcleos / 8 hilos / 2000 MHz  - 3800 MHz),16 GB DDR3L (3733 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 480GB,Intel Iris Plus Graphics G7 (Integrada)
AMD Radeon Pro 5300M (4 GB),Apple MacBook Pro 16 (Late 2019 / i7-9750H / 512 GB / Space Gray) [MVVJ2CI/A],1999990,Intel Core i7-9750H (6 núcleos / 12 hilos / 2600 MHz  - 4500 MHz),16 GB DDR4 (2666 MHz),"LED 16.0"" (3072x1920)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
AMD Radeon Pro 5300M (4 GB),Apple MacBook Pro 16 (Late 2019 / i7-9750H / 512 GB / Silver) [MVVL2CI/A],1999990,Intel Core i7-9750H (6 núcleos / 12 hilos / 2600 MHz  - 4500 MHz),16 GB DDR4 (2666 MHz),"LED 16.0"" (3072x1920)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Gigabyte Aero 15 OLED (i7-10870H / 8GB / 512GB SSD / RTX 3060 6GB / UHD / W10H) [KC-8LA5130SH],1999990,Intel Core i7-10870H (8 núcleos / 16 hilos / 2200 MHz  - 5000 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3070 (8 GB),Gigabyte Aorus 15P [XC-8LA2430SHCL],1999990,Intel Core i7-10870H (8 núcleos / 16 hilos / 2200 MHz  - 5000 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 240 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Gigabyte Aero 15 OLED (i7-10870H / 8GB / 512GB SSD / RTX 3060 6GB / W10H) [KC-8LA5130VH],1999990,Intel Core i7-10870H (8 núcleos / 16 hilos / 2200 MHz  - 5000 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Microsoft Surface Pro 7 - Matte Black [QWV-00007],1999990,Intel Core i5-1035G4 (4 núcleos / 8 hilos / 1100 MHz  - 3700 MHz),8 GB DDR4 (2666 MHz),"LED 12.3"" (2736x1824) táctil / 60 Hz",SSD 256GB,Intel Iris Plus Graphics G4 (Integrada)
,Lenovo ThinkPad X1 Yoga [20QFS02X00],1999990,Intel Core i7-8665U (4 núcleos / 4 hilos / 1900 MHz  - 4800 MHz),8 GB LPDDR3 (2133 MHz),"LED 14.0"" (2560x1440) táctil / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,Lenovo ThinkPad X1 Yoga Gen 6 [20Y0S0HQ00],1999990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),16 GB LPDDR4X (4266 MHz),"LED 14.0"" (1920x1200) táctil / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce MX250 (2 GB),Huawei Matebook X Pro [MACHC-WAE9B / 53010VTK],1999990,Intel Core i7-10510U (4 núcleos / 8 hilos / 1800 MHz  - 4900 MHz),16 GB DDR3L (2133 MHz),"LED 13.9"" (3000x2000) táctil / 60 Hz",SSD 1TB,Intel UHD Graphics 620 (Integrada)
,ASUS Zenbook A434FAC-A5182R [90NB0MQ5-M07970],2010990,Intel Core i7-10510U (4 núcleos / 8 hilos / 1800 MHz  - 4900 MHz),16 GB DDR3 (1866 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
,Lenovo ThinkPad X1 Yoga Gen 6 [20Y0CTO1WWESCL0],2013400,Intel Core i5-1145G7 (4 núcleos / 8 hilos / 2600 MHz  - 4400 MHz),8 GB LPDDR4X (4266 MHz),"LED 14.0"" (1920x1200) táctil / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Gigabyte Aero 15 OLED (i7-10870H / 8GB / 512GB SSD / RTX 3060 6GB / UHD / W10P),2029990,Intel Core i7-10870H (8 núcleos / 16 hilos / 2200 MHz  - 5000 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Gigabyte Aero 15 OLED (i7-10870H / 8GB / 512GB SSD / RTX 3060 6GB / UHD / W10P) [KC-8LA5130SH],2029990,Intel Core i7-10870H (8 núcleos / 16 hilos / 2200 MHz  - 5000 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA Quadro T1000 (4 GB),MSI WF75 10TJ (i7-10750H / 16GB / 1TB HDD + 512GB SSD / Quadro T1000 4GB),2047990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2666 MHz),"LED 17.3"" (1920x1080)  / 144 Hz",HDD 1TB (7200rpm),Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 2070 (8 GB),Dell Alienware M15 R3 (i7-10750H / 16GB / 512GB SSD / RTX 2070 8GB / 60Hz),2049990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 2070 (8 GB),Dell Alienware M15 R3 (i7-10750H / 16GB / 512GB SSD / RTX 2070 8GB / 144Hz),2049990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,ASUS ExpertBook B9-400CEA-KC0665R [90NX0SX1-M07890],2050000,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4X (4266 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA Quadro T1000 Max-Q Design (4 GB),HP ZBook Studio G7 [2B5S3LA],2069990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1650 Ti Max-Q (4 GB),Lenovo ThinkPad X1 Extreme Gen 3 [20TLS1KN00],2079990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),32 GB DDR4 (2933 MHz),"LED 15.6"" (3840x2160)  / 60 Hz",SSD 1TB,Intel UHD Graphics 630 (Integrada)
,Lenovo ThinkPad X1 Nano Gen 1 [20UQS0X800],2099990,Intel Core i7-1160G7 (4 núcleos / 8 hilos / 2100 MHz  - 4400 MHz),16 GB LPDDR4X (4266 MHz),"LED 13.0"" (2160x1350)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA GeForce RTX 2080 Super Max-Q (8 GB),Lenovo Legion 7 15IMH05 [81YT000JCL],2099990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),32 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 240 Hz",SSD 1TB,Intel UHD Graphics 630 (Integrada)
,ASUS ExpertBook B9450FA-BM0198R [90NX02K1-M02210],2100000,Intel Core i7-10510U (4 núcleos / 8 hilos / 1800 MHz  - 4900 MHz),16 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 1TB,Intel UHD Graphics 620 (Integrada)
NVIDIA Quadro T1000 Max-Q Design (4 GB),HP ZBook Fury 15 G7 [2L3E3LA],2110990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 1TB,Intel UHD Graphics 630 (Integrada)
NVIDIA Quadro T1000 (4 GB),Lenovo ThinkPad P15 Gen 1 [20SUS00B00],2120000,Intel Core i7-10850H (6 núcleos / 12 hilos / 2700 MHz  - 5100 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 1TB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),MSI GS76 Stealth 11UE (i7-11800H / 16GB / 1TB SSD / RTX 3060 6GB / W10H),2136190,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 17.3"" (1920x1080)  / 240 Hz",SSD 1TB,Intel UHD Graphics Xe 750 32EUs (Integrada)
,Lenovo ThinkPad X1 Carbon Gen 9 [20XXCTO1WWESCL0],2146680,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB LPDDR4X (4266 MHz),"LED 14.0"" (1920x1200)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Microsoft Surface Pro 7 - Platinum [VNX-00001],2149990,Intel Core i7-1065G7 (4 núcleos / 8 hilos / 1300 MHz  - 3900 MHz),16 GB DDR4 (2666 MHz),"LED 12.3"" (2736x1824) táctil / 60 Hz",SSD 256GB,Intel Iris Plus Graphics G7 (Integrada)
,Microsoft Surface Pro 7 - Matte Black [VNX-00016],2149990,Intel Core i7-1065G7 (4 núcleos / 8 hilos / 1300 MHz  - 3900 MHz),16 GB DDR4 (2666 MHz),"LED 12.3"" (2736x1824) táctil / 60 Hz",SSD 256GB,Intel Iris Plus Graphics G7 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),MSI GS66 Stealth 11UE [11UE-099CL],2149990,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 1TB,Intel UHD Graphics Xe 750 32EUs (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),MSI GS76 Stealth 11UE (i7-11800H / 16GB / 1TB SSD / RTX 3060 6GB / W10P),2179940,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 17.3"" (1920x1080)  / 240 Hz",SSD 1TB,Intel UHD Graphics Xe 750 32EUs (Integrada)
NVIDIA GeForce RTX 3070 (8 GB),HP Omen 15Z-EN100 [2L1F4AV-R71],2199000,AMD Ryzen 7 5800H (8 núcleos / 16 hilos / 3200 MHz  - 4400 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (2560x1440)  / 165 Hz",SSD 512GB,AMD Radeon RX Vega 8 (Integrada)
